269	38	cd03427	40889038	46
269	35	cd03427	2635991	46
269	35	cd03427	10176194	46
269	38	cd03427	15022907	46
269	37	cd03427	15458236	46
269	39	cd03427	15623133	46
269	38	cd03427	16413689	46
269	38	cd03427	18160730	46
269	43	cd03427	21113292	46
269	38	cd03427	22779155	46
269	37	cd03427	23002862	46
269	36	cd03427	28849801	46
269	38	cd03427	29437248	46
269	38	cd03427	29895441	46
269	38	cd03427	29896726	46
269	41	cd03427	34762713	46
269	38	cd03427	47503125	46
269	38	cd03427	49250335	46
269	40	cd03427	49654870	46
269	43	cd03427	50840843	46
269	43	cd03427	50877762	46
269	38	cd03427	52082933	46
269	35	cd03427	56911044	46
269	40	cd03427	57229615	46
269	38	cd03427	62514644	46
269	37	cd03427	62515577	46
269	38	cd03427	66499920	46
269	41	cd03427	66879136	46
269	43	cd03427	66967448	46
269	38	cd03427	68053714	46
269	40	cd03427	68484773	46
269	38	cd03427	70605968	46
269	38	cd03427	71018345	46
269	41	cd03427	71853332	46
269	38	cd03427	72123757	46
269	43	cd03427	76261596	46
269	40	cd03427	77406496	46
269	40	cd03427	81096051	46
269	37	cd03427	81177412	46
269	38	cd03427	81429273	46
269	37	cd03427	89097165	46
269	38	cd03427	89203088	46
269	38	cd03427	89289965	46
269	38	cd03427	89297361	46
269	41	cd03427	90575767	46
269	38	cd03427	91089573	46
269	43	cd03426	31615701	99
279	23	cd03426	31615701	13
279	24	cd03426	1644317	71
279	25	cd03426	6323180	71
279	28	cd03426	9758941	71
269	44	cd03426	13421568	99
279	24	cd03426	13421568	71
279	24	cd03426	13472435	71
279	24	cd03426	15075386	71
279	24	cd03426	15613844	71
279	24	cd03426	15641315	71
279	24	cd03426	15789561	71
279	24	cd03426	16224031	71
279	25	cd03426	17510677	71
269	44	cd03426	18144548	99
279	26	cd03426	18859683	71
279	24	cd03426	21112611	71
279	30	cd03426	21323059	71
269	44	cd03426	23821213	99
279	24	cd03426	23821213	71
269	46	cd03426	27349548	99
279	26	cd03426	27349548	71
279	24	cd03426	28806870	71
279	24	cd03426	30577695	71
269	44	cd03426	31789472	99
279	24	cd03426	31789472	71
269	46	cd03426	32447906	99
279	26	cd03426	32447906	71
279	24	cd03426	33571773	71
279	24	cd03426	34497041	71
269	44	cd03426	39596785	99
279	24	cd03426	39596785	71
279	25	cd03426	42570219	71
279	25	cd03426	44985717	71
279	24	cd03426	46914015	71
279	24	cd03426	47572558	71
279	23	cd03426	49529879	13
279	25	cd03426	49655330	71
279	24	cd03426	50556966	71
279	31	cd03426	50556968	71
279	24	cd03426	50753859	71
269	43	cd03426	50839320	100
279	22	cd03426	50839320	12
279	26	cd03426	50933213	71
279	35	cd03426	54013822	71
269	44	cd03426	54016715	99
279	24	cd03426	55245007	71
279	24	cd03426	56179818	71
279	24	cd03426	56314388	71
279	26	cd03426	57229389	71
279	24	cd03426	59711785	71
279	24	cd03426	62290438	71
269	64	cd03426	62424636	100
279	43	cd03426	62424636	71
269	100	cd03426	66819131	99
269	56	cd03426	66966525	99
279	36	cd03426	66966525	71
279	23	cd03426	67156473	13
279	23	cd03426	67676981	13
269	59	cd03426	67908073	99
279	39	cd03426	67908073	71
279	23	cd03426	67911051	13
269	49	cd03426	68129675	99
269	40	cd03426	68180463	99
279	20	cd03426	68180463	10
269	45	cd03426	68229167	100
279	24	cd03426	68229167	71
279	39	cd03426	68264663	71
279	24	cd03426	68400612	71
279	23	cd03426	68538973	13
279	24	cd03426	68548293	71
279	24	cd03426	68565858	71
279	24	cd03426	69157784	71
269	51	cd03426	70832383	99
279	31	cd03426	70832383	71
279	25	cd03426	71005626	71
279	26	cd03426	71145964	71
269	44	cd03426	71367882	99
279	24	cd03426	71367882	71
269	45	cd03426	71838986	99
279	24	cd03426	71914255	71
279	24	cd03426	72127954	71
279	25	cd03426	72158613	71
279	24	cd03426	76261536	71
279	33	cd03426	76782274	71
279	24	cd03426	76791469	71
279	24	cd03426	77917855	71
279	23	cd03426	77964581	13
279	24	cd03426	78192550	71
279	24	cd03426	78360695	71
269	44	cd03426	78700603	99
279	24	cd03426	78700603	71
269	47	cd03426	79040047	99
269	44	cd03426	82748849	99
279	24	cd03426	82748849	71
279	24	cd03426	82948099	71
279	24	cd03426	83371182	71
279	24	cd03426	83591707	71
269	44	cd03426	83755551	99
279	24	cd03426	83755551	71
269	45	cd03426	83859593	100
279	24	cd03426	83859593	71
279	24	cd03426	83953099	71
279	24	cd03426	84357124	71
279	24	cd03426	84393020	71
279	25	cd03426	84495135	71
279	22	cd03426	84514899	12
269	44	cd03426	84704956	99
279	24	cd03426	84704956	71
269	43	cd03426	84786360	99
279	23	cd03426	84786360	13
279	23	cd03426	85714279	13
279	25	cd03426	86133634	71
269	44	cd03426	86156587	99
269	44	cd03426	86160528	99
279	24	cd03426	86160528	71
279	25	cd03426	86164149	71
269	44	cd03426	87312225	99
279	24	cd03426	88796567	71
279	23	cd03426	88799932	13
279	24	cd03426	88811976	71
279	24	cd03426	88931514	71
279	21	cd03426	88940970	11
279	24	cd03426	88947924	71
279	21	cd03426	89067443	11
279	23	cd03426	89091984	13
269	90	cd03426	89300026	99
279	23	cd03426	89362104	13
269	76	cd03426	90204537	99
279	56	cd03426	90204537	71
279	24	cd03426	90416156	71
279	24	cd03426	90418301	71
279	24	cd03426	91089501	71
279	23	cd03426	91211030	13
269	40	cd03425	34810351	36
269	40	cd03425	2194011	36
269	40	cd03425	1075045	36
269	39	cd03425	6073763	36
269	40	cd03425	14023737	36
269	40	cd03425	14717109	36
269	40	cd03425	15025871	36
269	39	cd03425	16329252	36
269	41	cd03425	19915477	36
269	39	cd03425	21623099	36
269	39	cd03425	21673459	36
269	40	cd03425	24372006	36
269	40	cd03425	28203984	36
269	39	cd03425	29377666	36
269	40	cd03425	29540768	36
269	40	cd03425	33577526	36
269	39	cd03425	35211432	36
269	40	cd03425	36786943	36
269	41	cd03425	37197547	36
269	39	cd03425	39574831	36
269	43	cd03425	39575885	36
269	39	cd03425	39982741	36
269	39	cd03425	41325377	36
269	42	cd03425	42525815	36
269	39	cd03425	46448110	36
269	41	cd03425	46914736	36
269	40	cd03425	47574510	36
269	39	cd03425	48855260	36
269	40	cd03425	48861169	36
269	39	cd03425	49242828	36
269	39	cd03425	49531318	36
269	40	cd03425	49613253	36
269	41	cd03425	50877410	36
269	40	cd03425	51893288	36
269	40	cd03425	53751160	36
269	39	cd03425	55738634	36
269	40	cd03425	56178567	36
269	41	cd03425	56604568	36
269	40	cd03425	58336777	36
269	41	cd03425	60493819	36
269	41	cd03425	66800101	36
269	39	cd03425	66857163	36
269	43	cd03425	66967154	36
269	39	cd03425	67677737	36
269	39	cd03425	67917019	36
269	39	cd03425	67917930	36
269	40	cd03425	67927723	36
269	40	cd03425	67985901	36
269	41	cd03425	68055381	36
269	39	cd03425	68173292	36
269	39	cd03425	68176859	36
269	39	cd03425	68209205	36
269	40	cd03425	68214725	36
269	39	cd03425	68247692	36
269	40	cd03425	68346403	36
269	40	cd03425	68537302	36
269	39	cd03425	68551385	36
269	39	cd03425	71039047	36
269	44	cd03425	71147877	36
269	39	cd03425	71546276	36
269	39	cd03425	71546743	36
269	40	cd03425	71550255	36
269	40	cd03425	71673691	36
269	39	cd03425	71839840	36
269	41	cd03425	71909318	36
269	39	cd03425	71916588	36
269	40	cd03425	72002893	36
269	40	cd03425	74055540	36
269	39	cd03425	75190792	36
269	39	cd03425	76794955	36
269	39	cd03425	76876570	36
269	40	cd03425	76882153	36
269	39	cd03425	77546037	36
269	40	cd03425	77631678	36
269	39	cd03425	77683622	36
269	39	cd03425	77955298	36
269	40	cd03425	77996790	36
269	40	cd03425	78034826	36
269	40	cd03425	78168021	36
269	39	cd03425	78194254	36
269	39	cd03425	78217664	36
269	39	cd03425	78217703	36
269	39	cd03425	78363223	36
269	40	cd03425	78697861	36
269	40	cd03425	78701411	36
269	40	cd03425	79040610	36
269	40	cd03425	82745674	36
269	40	cd03425	83648511	36
269	40	cd03425	83816513	36
269	38	cd03425	84488837	36
269	43	cd03425	84494684	36
269	40	cd03425	84519058	36
269	39	cd03425	84704938	36
269	40	cd03425	84778956	36
269	40	cd03425	84786912	36
269	40	cd03425	85708398	36
269	39	cd03425	86158082	36
269	39	cd03425	86162076	36
269	39	cd03425	86605515	36
269	41	cd03425	87299251	36
269	40	cd03425	88704109	36
269	39	cd03425	88796561	36
269	39	cd03425	88798544	36
269	40	cd03425	88804600	36
269	40	cd03425	88811827	36
269	39	cd03425	88854734	36
269	39	cd03425	88858812	36
269	39	cd03425	88931400	36
269	39	cd03425	88945341	36
269	40	cd03425	88950226	36
269	40	cd03425	90408593	36
269	41	cd03425	90412539	36
269	39	cd03425	90579250	36
